permutation,permutation_count,permutation_size
generation how long shall i be with you how long shall i suffer you bring him,2,16
give thanks unto the lord call upon his name make known his deeds among the people,2,16
glory ye in his holy name let the heart of them rejoice that seek the lord,2,16
grace be to you and peace from god our father and from the lord jesus christ,2,16
grace be unto you and peace from god our father and from the lord jesus christ,2,16
he built are they not written in the book of the chronicles of the kings of,2,16
he had cast them out from his presence that zedekiah rebelled against the king of babylon,2,16
he only is my rock and my salvation he is my defence i shall not be,2,16
he shall wash his clothes and bathe himself in water and be unclean until the even,2,16
his hand that all the kingdoms of the earth may know that thou art the lord,2,16
i am the god of abraham and the god of isaac and the god of jacob,2,16
i am the lord your god which brought you forth out of the land of egypt,2,16
i lifted up my voice and cried that he left his garment with me and fled,2,16
i will pay my vows unto the lord now in the presence of all his people,2,16
if any man will come after me let him deny himself and take up his cross,2,16
in the house of the lord and in the house of the king of judah and,2,16
in the land which the lord thy god giveth thee for an inheritance to possess it,2,16
it shall come to pass in that day saith the lord of hosts that i will,2,16
jehoshaphat slept with his fathers and was buried with his fathers in the city of david,2,16
king of babylon to riblah in the land of hamath where he gave judgment upon him,2,16
know that i the lord am thy saviour and thy redeemer the mighty one of jacob,2,16
like fire and burn that none can quench it because of the evil of your doings,2,16
neither let hezekiah make you trust in the lord saying the lord will surely deliver us,2,16
now in the first year of cyrus king of persia that the word of the lord,2,16
of the people that remained in the city and those that fell away that fell to,2,16
one ram and seven lambs of the first year they shall be unto you without blemish,2,16
or brethren or sisters or father or mother or wife or children or lands for my,2,16
people that spake unto thee saying thy father made our yoke heavy but make thou it,2,16
ram and aaron and his sons shall put their hands upon the head of the ram,2,16
remember his marvellous works that he hath done his wonders and the judgments of his mouth,2,16
said as the lord liveth and as thy soul liveth i will not leave thee and,2,16
served the lord all the days of joshua and all the days of the elders that,2,16
smote it with the edge of the sword and all the souls that were therein he,2,16
so shall thy poverty come as one that travelleth and thy want as an armed man,2,16
speak unto the children of israel and say unto them when ye come into the land,2,16
stone shall be broken but on whomsoever it shall fall it will grind him to powder,2,16
